policy,module_name,shard_id,projection_id,block_id,projection_name,execution_index,tile_id,tier_start,tiers_used,used_rows,used_cols,weights_in_shard,group_total_weights,module_num_weights,shard_weight,sensitivity_score,shard_importance,utilization
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r33c0,embedding/token_embedding,embedding,token_embedding,-100,2,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r33c1,embedding/token_embedding,embedding,token_embedding,-100,3,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r34c0,embedding/token_embedding,embedding,token_embedding,-100,4,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r34c1,embedding/token_embedding,embedding,token_embedding,-100,5,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r35c0,embedding/token_embedding,embedding,token_embedding,-100,6,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r35c1,embedding/token_embedding,embedding,token_embedding,-100,7,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r36c0,embedding/token_embedding,embedding,token_embedding,-100,8,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r36c1,embedding/token_embedding,embedding,token_embedding,-100,9,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r37c0,embedding/token_embedding,embedding,token_embedding,-100,10,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r37c1,embedding/token_embedding,embedding,token_embedding,-100,11,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r38c0,embedding/token_embedding,embedding,token_embedding,-100,12,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r38c1,embedding/token_embedding,embedding,token_embedding,-100,13,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r39c0,embedding/token_embedding,embedding,token_embedding,-100,14,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r39c1,embedding/token_embedding,embedding,token_embedding,-100,15,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r40c0,embedding/token_embedding,embedding,token_embedding,-100,16,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r40c1,embedding/token_embedding,embedding,token_embedding,-100,17,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r41c0,embedding/token_embedding,embedding,token_embedding,-100,18,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r41c1,embedding/token_embedding,embedding,token_embedding,-100,19,1,1,512,256,131072,38597376,38597376,0.0033958785177520875,0.0,0.0,0.5
sequential,decoder_stack.layers.0.token_embedding,decoder_stack.layers.0.token_embedding#r42c0,embedding/token_embedding,embedding,token_embedding,-100,20,1,1,512,512,262144,38597376,38597376,0.006791757035504175,0.0,0.0,1.0
